reviewerID	asin	overall	label	reviewTime
15099	87	5.0	1	2010-05-14
15100	87	4.0	1	2010-05-11
9461	87	4.0	1	2010-03-17
15101	88	5.0	1	2010-06-01
15102	88	5.0	1	2010-05-16
15103	89	1.0	-1	2014-09-24
15104	89	2.0	-1	2014-11-28
15105	89	5.0	-1	2014-08-05
15106	89	5.0	-1	2013-06-10
15107	89	3.0	1	2014-12-15
15108	89	5.0	1	2014-01-25
15109	89	4.0	1	2013-10-01
15110	89	5.0	1	2013-01-30
15111	89	4.0	1	2012-12-15
15112	90	1.0	-1	2009-10-30
15113	90	1.0	-1	2008-08-18
15114	90	2.0	-1	2010-03-27
15115	90	2.0	-1	2008-05-12
15116	90	3.0	-1	2012-09-30
15117	90	3.0	-1	2012-03-17
15118	90	3.0	-1	2011-05-27
15119	90	4.0	-1	2013-11-29
15120	90	4.0	-1	2010-03-10
15121	90	4.0	-1	2009-02-27
15122	90	5.0	-1	2013-08-12
15123	90	5.0	-1	2013-06-06
15124	90	5.0	-1	2012-05-14
15125	90	5.0	-1	2011-09-19
15126	90	5.0	-1	2011-08-20
15127	90	5.0	-1	2010-01-25
15128	90	5.0	-1	2010-01-09
15129	90	5.0	-1	2009-08-20
15130	90	5.0	-1	2009-06-30
15131	90	5.0	-1	2009-01-29
15132	90	5.0	1	2014-12-28
15133	90	4.0	1	2014-12-21
15134	90	5.0	1	2014-12-13
15135	90	5.0	1	2014-11-05
15136	90	5.0	1	2014-10-24
15137	90	4.0	1	2014-10-18
15138	90	5.0	1	2014-10-11
15139	90	5.0	1	2014-10-08
15140	90	3.0	1	2014-09-07
15141	90	5.0	1	2014-08-30
15142	90	5.0	1	2014-08-22
5077	90	4.0	1	2014-08-22
7176	90	5.0	1	2014-08-13
15143	90	5.0	1	2014-08-11
15144	90	5.0	1	2014-08-04
7316	90	4.0	1	2014-08-02
15145	90	2.0	1	2014-07-28
15146	90	4.0	1	2014-07-20
15147	90	4.0	1	2014-07-19
15148	90	5.0	1	2014-07-15
15149	90	2.0	1	2014-05-19
15150	90	4.0	1	2014-04-29
15151	90	4.0	1	2014-04-14
15152	90	4.0	1	2014-03-27
15153	90	4.0	1	2014-03-26
15154	90	5.0	1	2014-03-22
15155	90	5.0	1	2014-03-21
10223	90	4.0	1	2014-03-20
8655	90	4.0	1	2014-03-18
15156	90	5.0	1	2014-02-02
6478	90	3.0	1	2014-01-21
15157	90	5.0	1	2014-01-04
15158	90	2.0	1	2013-12-28
15159	90	5.0	1	2013-11-29
15160	90	5.0	1	2013-11-14
15161	90	5.0	1	2013-10-28
15162	90	4.0	1	2013-10-24
10346	90	4.0	1	2013-10-07
7018	90	5.0	1	2013-09-11
10200	90	4.0	1	2013-08-26
8313	90	5.0	1	2013-08-17
15163	90	4.0	1	2013-07-28
10097	90	4.0	1	2013-07-13
15164	90	4.0	1	2013-06-16
15165	90	5.0	1	2013-06-14
15166	90	5.0	1	2013-05-10
15167	90	2.0	1	2013-05-08
15168	90	4.0	1	2013-05-07
10063	90	5.0	1	2013-05-05
15169	90	4.0	1	2013-05-03
15170	90	2.0	1	2013-03-17
10254	90	4.0	1	2013-03-12
15171	90	4.0	1	2013-03-02
15172	90	3.0	1	2013-02-18
15173	90	4.0	1	2013-01-09
7199	90	4.0	1	2012-12-05
15174	90	5.0	1	2012-10-24
15175	90	5.0	1	2012-09-24
15176	90	4.0	1	2012-09-11
15177	90	3.0	1	2012-09-10
10295	90	4.0	1	2012-08-23
15178	90	5.0	1	2012-08-12
11739	90	4.0	1	2012-08-06
15179	90	5.0	1	2012-07-13
15180	90	4.0	1	2012-06-30
15181	90	4.0	1	2012-06-21
8358	90	5.0	1	2012-06-14
15182	90	3.0	1	2012-05-24
15183	90	4.0	1	2012-05-20
5069	90	4.0	1	2012-05-19
8467	90	4.0	1	2012-05-18
15184	90	4.0	1	2012-05-08
15185	90	4.0	1	2012-03-18
15186	90	5.0	1	2012-03-14
15187	90	3.0	1	2012-03-14
15188	90	4.0	1	2012-03-01
10079	90	5.0	1	2012-01-25
15189	90	2.0	1	2012-01-08
15190	90	5.0	1	2011-10-16
15191	90	2.0	1	2011-08-14
15192	90	2.0	1	2011-08-13
10890	90	4.0	1	2011-07-11
15193	90	4.0	1	2011-05-08
7257	90	3.0	1	2011-04-23
8678	90	5.0	1	2011-04-16
15194	90	4.0	1	2011-04-04
11839	90	4.0	1	2011-04-03
10322	90	4.0	1	2011-04-03
15195	90	5.0	1	2011-03-24
15196	90	5.0	1	2011-03-14
11664	90	4.0	1	2010-11-23
15197	90	2.0	1	2010-09-29
7934	90	4.0	1	2010-09-28
15198	90	4.0	1	2010-09-14
15199	90	4.0	1	2010-09-14
15200	90	2.0	1	2010-09-01
14666	90	4.0	1	2010-01-13
14682	90	2.0	1	2009-12-28
15201	90	4.0	1	2009-12-17
15202	90	4.0	1	2009-11-09
15203	90	1.0	1	2009-11-04
15204	90	4.0	1	2009-11-04
15205	90	4.0	1	2009-10-05
8079	90	4.0	1	2009-08-26
15206	90	4.0	1	2009-08-21
8175	90	4.0	1	2009-07-17
15207	90	4.0	1	2009-07-03
15208	90	2.0	1	2009-06-25
15209	90	4.0	1	2009-06-11
15210	90	3.0	1	2009-05-28
15211	90	4.0	1	2009-05-26
12121	90	4.0	1	2009-02-25
15212	90	3.0	1	2009-01-19
15213	90	3.0	1	2009-01-13
11823	90	5.0	1	2009-01-01
7919	90	4.0	1	2008-12-13
15214	90	3.0	1	2008-10-10
15215	90	4.0	1	2008-09-12
15216	90	3.0	1	2008-09-10
15217	90	5.0	1	2008-05-03
7654	90	2.0	1	2008-04-27
8225	90	4.0	1	2008-03-22
15218	90	5.0	1	2008-02-27
15219	90	5.0	1	2008-01-15
15220	90	4.0	1	2007-12-27
15221	90	4.0	1	2007-11-06
15222	90	4.0	1	2007-10-24
15223	90	4.0	1	2007-08-13
8247	90	5.0	1	2007-07-02
8263	90	4.0	1	2007-03-08
12186	90	4.0	1	2007-02-28
15224	92	1.0	-1	2014-12-01
15225	92	1.0	-1	2014-06-14
15226	92	1.0	-1	2014-02-22
15227	92	1.0	-1	2013-09-27
15228	92	1.0	-1	2013-06-15
15229	92	1.0	-1	2012-06-26
15230	92	1.0	-1	2012-05-20
15231	92	1.0	-1	2012-03-22
15232	92	1.0	-1	2011-12-01
15233	92	1.0	-1	2011-10-15
15234	92	1.0	-1	2011-08-08
15235	92	1.0	-1	2010-01-02
15236	92	2.0	-1	2014-02-02
15237	92	2.0	-1	2012-09-20
15238	92	3.0	-1	2010-06-01
11419	92	4.0	-1	2012-06-22
15239	92	5.0	-1	2012-06-21
15240	92	2.0	1	2014-12-28
15241	92	4.0	1	2014-09-22
13364	92	3.0	1	2014-09-18
15242	92	4.0	1	2014-08-17
15243	92	2.0	1	2014-08-16
15244	92	5.0	1	2014-07-13
15245	92	2.0	1	2014-04-28
15246	92	5.0	1	2014-04-27
15247	92	1.0	1	2014-04-24
15248	92	4.0	1	2014-03-31
15249	92	3.0	1	2014-01-23
15250	92	2.0	1	2013-12-01
15251	92	5.0	1	2013-10-11
15252	92	4.0	1	2013-01-31
15253	92	4.0	1	2012-12-23
15254	92	1.0	1	2012-11-26
15255	92	2.0	1	2012-07-17
15256	92	2.0	1	2012-03-03
14699	92	3.0	1	2012-01-10
15257	92	3.0	1	2011-10-28
15258	92	3.0	1	2011-09-07
15259	92	3.0	1	2011-07-14
15260	92	2.0	1	2011-07-05
7871	92	3.0	1	2011-03-29
15261	92	3.0	1	2011-02-14
11842	92	2.0	1	2010-11-01
15262	92	1.0	1	2010-10-14
15263	92	3.0	1	2010-10-04
15264	92	3.0	1	2010-09-24
10702	92	2.0	1	2010-08-22
14668	92	1.0	1	2010-08-22
15265	92	2.0	1	2010-08-13
15266	92	2.0	1	2010-07-30
10089	92	3.0	1	2010-07-27
15267	92	4.0	1	2010-05-19
15268	92	2.0	1	2009-12-11
15269	92	3.0	1	2009-11-15
15270	92	1.0	1	2009-08-27
15271	92	3.0	1	2009-07-03
15272	92	1.0	1	2009-03-16
12161	92	3.0	1	2008-12-10
14045	92	2.0	1	2008-10-13
15273	92	4.0	1	2008-09-17
15274	92	4.0	1	2008-05-05
15275	93	2.0	-1	2014-01-11
15276	93	4.0	1	2014-11-28
10952	93	5.0	1	2014-09-17
15277	93	5.0	1	2013-09-14
14045	93	2.0	1	2012-02-26
15278	93	2.0	1	2011-06-17
15279	94	2.0	-1	2013-01-11
15280	94	4.0	-1	2013-03-30
15281	94	4.0	-1	2012-05-27
15282	94	5.0	-1	2015-01-08
15283	94	3.0	1	2014-12-30
15284	94	4.0	1	2014-08-25
15285	94	5.0	1	2014-07-31
15286	94	1.0	1	2014-05-07
15287	94	1.0	1	2013-11-02
15288	94	4.0	1	2013-09-03
15289	94	5.0	1	2013-08-10
15290	94	4.0	1	2012-11-30
15291	95	4.0	-1	2013-06-06
15292	95	5.0	-1	2013-05-10
15293	95	5.0	1	2015-01-05
15294	95	1.0	1	2014-12-29
15295	95	4.0	1	2014-12-09
15296	95	5.0	1	2014-11-30
15297	95	2.0	1	2014-08-27
15298	95	4.0	1	2014-07-17
15299	95	3.0	1	2014-06-26
15300	95	4.0	1	2014-05-18
2	87	5.0	1	2019-10-05
2	87	5.0	1	2012-12-02
